citing_id,cited_id
arxiv:1706.05941,arxiv:0910.4518
arxiv:1706.05941,arxiv:1003.3879
arxiv:1706.05941,doi:10.1137/s0097539700376676
arxiv:1706.08007,arxiv:0904.4709
arxiv:1706.08007,arxiv:1405.4028
arxiv:1706.09339,arxiv:1502.04803
arxiv:1708.00822,arxiv:0910.4266
arxiv:1708.00822,doi:10.1145/2897518.2897644
arxiv:1708.00822,doi:10.1145/502090.502097
arxiv:1708.00917,arxiv:1011.2586
arxiv:1708.00917,doi:10.1145/2213977.2214006
arxiv:1708.02037,arxiv:1404.1950
arxiv:1708.04634,arxiv:1306.3004
arxiv:1708.05904,doi:10.1145/2676726.2677011
arxiv:1708.06696,doi:10.1007/978-3-540-30538-5_9
arxiv:1708.06696,doi:10.1145/2049697.2049700
arxiv:1709.04421,doi:10.1007/s00165-014-0326-7
arxiv:1709.07063,doi:10.1007/978-3-540-30538-5_9
arxiv:1709.07063,doi:10.1007/978-3-540-70545-1_36
arxiv:1709.07063,doi:10.1007/s001650050057
arxiv:1709.07063,doi:10.1109/lics.2010.24
arxiv:1709.07063,doi:10.1137/0207005
arxiv:1709.07063,doi:10.1145/2049697.2049700
arxiv:1709.07063,doi:10.1145/343369.343378
arxiv:1709.07063,doi:10.1145/373243.375719
arxiv:1709.07063,doi:10.2168/lmcs-11(3:19)2015
arxiv:1709.07635,arxiv:0902.3757
arxiv:1709.07635,arxiv:1212.4548
arxiv:1709.07635,arxiv:1401.2444
arxiv:1709.07635,arxiv:1511.07860
arxiv:1709.07635,doi:10.1007/s00037-015-0100-0
arxiv:1709.07635,doi:10.1145/174130.174138
arxiv:1709.07635,doi:10.1145/1754399.1754401
arxiv:1710.03214,arxiv:1209.5993
arxiv:1710.05017,arxiv:1604.03084
arxiv:1710.05017,arxiv:1701.06321
arxiv:1710.07601,arxiv:1206.5941
arxiv:1710.09806,doi:10.1016/j.ipl.2005.03.009
arxiv:1710.10805,doi:10.1007/978-3-319-47958-3_23
arxiv:1710.10805,doi:10.1145/373243.375719
arxiv:1711.07320,doi:10.1137/s0097539700376676
arxiv:1801.02367,doi:10.1007/s10817-016-9372-6
arxiv:1801.02367,doi:10.1145/1707801.1706325
arxiv:1802.03255,arxiv:1602.04353
arxiv:1802.03255,doi:10.1137/s0097539700376676
arxiv:1802.07425,doi:10.1145/2213977.2214006
arxiv:1802.07673,arxiv:1505.00107
arxiv:1802.09263,arxiv:1701.02162
arxiv:1802.09263,doi:10.1145/2766189.2766191
arxiv:1802.10048,arxiv:1707.05016
arxiv:1803.01519,arxiv:0712.2163
arxiv:1803.01519,arxiv:0810.0693
arxiv:1803.01519,arxiv:1207.0550
arxiv:1803.01519,arxiv:1905.11280
arxiv:1803.01519,doi:10.1109/focs.2016.13
arxiv:1804.01076,arxiv:1209.2408
arxiv:1804.01076,arxiv:1209.5993
arxiv:1804.03197,arxiv:1305.1979
arxiv:1804.03197,arxiv:1803.00904
arxiv:1804.03197,doi:10.1145/2746539.2746609
arxiv:1804.08810,arxiv:1511.07136
arxiv:1804.10368,arxiv:1011.3245
arxiv:1805.06387,arxiv:0704.1678
arxiv:1805.06387,arxiv:1405.3322
arxiv:1805.06387,arxiv:1606.04550
arxiv:1805.12166,arxiv:1012.4427
arxiv:1805.12166,arxiv:1207.0550
arxiv:1805.12166,arxiv:1409.0260
arxiv:1805.12166,arxiv:1505.07432
arxiv:1805.12166,arxiv:1610.03133
arxiv:1807.06256,arxiv:0809.2093
arxiv:1807.06256,arxiv:1011.4935
arxiv:1807.06256,arxiv:1505.03110
arxiv:1807.06256,arxiv:cs/9910010
arxiv:1807.06256,arxiv:quant-ph/0303041
arxiv:1807.06256,doi:10.1070/im2003v067n01abeh000422
arxiv:1807.06256,doi:10.1109/focs.2011.75
arxiv:1807.06256,doi:10.1145/2559903
arxiv:1807.06256,doi:10.1145/3188745.3188784
arxiv:1807.06256,doi:10.1145/502090.502097
arxiv:1807.08137,arxiv:1204.3513
arxiv:1807.08137,arxiv:1502.04464
arxiv:1808.04995,arxiv:1012.4889
arxiv:1808.04995,arxiv:1604.08679
arxiv:1808.04995,arxiv:quant-ph/0611209
arxiv:1808.05497,arxiv:1506.04350
arxiv:1808.06265,arxiv:1210.0049
arxiv:1808.06265,arxiv:1306.3004
arxiv:1809.09819,arxiv:1307.6738
arxiv:1809.09819,arxiv:1411.5729
arxiv:1809.09819,doi:10.1145/174130.174138
arxiv:1809.09819,doi:10.1145/502090.502097
arxiv:1811.01651,arxiv:1409.7790
arxiv:1811.01651,doi:10.1145/258533.258590
arxiv:1811.02725,arxiv:1005.0418
arxiv:1811.08506,arxiv:1705.03581
arxiv:1811.10090,arxiv:1304.1245
arxiv:1811.10090,arxiv:1307.6738
arxiv:1811.10090,doi:10.1109/focs.2016.66
arxiv:1811.10090,doi:10.1145/3055399.3055401
arxiv:1811.10879,arxiv:1808.04995
arxiv:1901.00988,arxiv:1008.2422
arxiv:1901.00988,arxiv:1011.4935
arxiv:1901.00988,arxiv:1311.1616
arxiv:1901.00988,arxiv:1703.05784
arxiv:1901.00988,doi:10.1016/0022-0000(92)90047-m
arxiv:1901.04576,arxiv:1011.1350
arxiv:1901.04576,arxiv:1204.4693
arxiv:1901.04576,arxiv:1210.8368
arxiv:1901.04576,arxiv:cs/0612134
arxiv:1901.04576,doi:10.1007/s00037-009-0279-z
arxiv:1901.04576,doi:10.1090/proc/13310
arxiv:1901.05270,arxiv:0806.1746
arxiv:1901.05270,arxiv:1002.3664
arxiv:1901.05270,arxiv:1012.3319
arxiv:1901.05270,arxiv:1301.1363
arxiv:1901.05270,arxiv:1410.0703
arxiv:1901.05270,doi:10.1109/focs.2017.46
arxiv:1901.05270,doi:10.1109/focs.2018.00075
arxiv:1901.05270,doi:10.1145/2491533.2491549
arxiv:1901.05270,doi:10.1145/258533.258590
arxiv:1901.07825,arxiv:1604.03084
arxiv:1901.09423,arxiv:1111.0582
arxiv:1901.09423,arxiv:1401.0976
arxiv:1902.06335,arxiv:0704.1678
arxiv:1903.08247,arxiv:1604.03084
arxiv:1903.08603,arxiv:1803.10633
arxiv:1903.08603,doi:10.1145/1101821.1101823
arxiv:1904.03219,arxiv:1011.2586
arxiv:1904.03219,arxiv:1212.0752
arxiv:1904.06107,arxiv:1104.1034
arxiv:1904.13056,arxiv:0910.4266
arxiv:1904.13056,arxiv:1311.2355
arxiv:1905.00091,doi:10.1145/258533.258590
arxiv:1905.07780,arxiv:1503.06447
arxiv:1905.07780,arxiv:1604.03084
arxiv:1905.11280,arxiv:1207.0550
arxiv:1905.11280,arxiv:1610.03133
arxiv:1905.11280,doi:10.1109/focs.2016.13
arxiv:1905.11280,doi:10.1109/focs.2018.00075
arxiv:1905.11280,doi:10.1561/0400000068
arxiv:1905.13514,doi:10.1017/s0960129511000193
arxiv:1908.05799,doi:10.1145/1066100.1066102
arxiv:1908.05799,doi:10.1145/2160910.2160911
arxiv:1908.10416,doi:10.2168/lmcs-3(2:7)2007
arxiv:1909.00857,arxiv:1209.5993
arxiv:1909.00857,arxiv:1303.0084
arxiv:1909.00857,arxiv:1804.01076
arxiv:1909.00857,arxiv:1901.09423
arxiv:1909.00857,arxiv:cs/0612134
arxiv:1909.06201,doi:10.1137/070708093
arxiv:1909.06201,doi:10.1137/s0097539700376676
arxiv:1909.06201,doi:10.2168/lmcs-8(1:7)2012
arxiv:1909.10658,arxiv:2105.10386
arxiv:1909.10958,arxiv:0704.1678
arxiv:1909.10958,arxiv:1012.4889
arxiv:1909.10958,arxiv:1405.3322
arxiv:1909.10958,arxiv:1606.04550
arxiv:1910.01047,doi:10.1145/200836.200838
arxiv:1910.13543,doi:10.1145/2746539.2746609
arxiv:1911.00403,arxiv:1504.01656
arxiv:1911.01411,arxiv:1701.04521
arxiv:1911.02555,doi:10.1145/28395.28404
arxiv:1911.02555,doi:10.1145/3313276.3316404
arxiv:1911.03990,arxiv:0704.0213
arxiv:1911.03990,arxiv:1011.1350
arxiv:1911.03990,arxiv:1204.4693
arxiv:1911.03990,arxiv:1210.8368
arxiv:1911.03990,arxiv:1410.8585
arxiv:1911.03990,arxiv:1611.00827
arxiv:1911.03990,arxiv:1701.05328
arxiv:1911.03990,arxiv:1702.05328
arxiv:1911.03990,arxiv:cs/0612134
arxiv:1911.03990,doi:10.1007/s00037-009-0279-z
arxiv:1911.03990,doi:10.1016/j.jalgebra.2010.10.031
arxiv:1911.03990,doi:10.1109/focs.2012.43
arxiv:1911.12520,arxiv:1307.8425
arxiv:1911.12520,arxiv:1609.05942
arxiv:1912.01990,arxiv:1103.0534
arxiv:1912.01990,arxiv:1403.2041
arxiv:2001.04908,arxiv:1707.05016
arxiv:2001.06235,arxiv:1303.2489
arxiv:2001.06235,arxiv:1603.06844
arxiv:2001.06235,arxiv:1610.04707
arxiv:2001.06235,doi:10.1007/978-3-030-17127-8_14
arxiv:2001.06235,doi:10.1007/978-3-030-44914-8_12
arxiv:2001.06235,doi:10.1007/978-3-319-40229-1_36
arxiv:2001.06235,doi:10.1007/978-3-319-63390-9_26
arxiv:2001.06235,doi:10.1007/978-3-540-30538-5_9
arxiv:2001.06235,doi:10.1017/s0956796818000151
arxiv:2001.06235,doi:10.1145/2049697.2049700
arxiv:2001.06235,doi:10.1145/2491956.2462169
arxiv:2001.06235,doi:10.1145/2603088.2603142
arxiv:2001.07788,arxiv:1608.04355
arxiv:2001.07788,doi:10.1017/cbo9780511804090
arxiv:2001.07788,doi:10.1145/2559903
arxiv:2001.10751,arxiv:1504.01431
arxiv:2001.10751,arxiv:1703.08940
arxiv:2001.10751,doi:10.1137/140957299
arxiv:2001.10751,doi:10.1145/2746539.2746609
arxiv:2002.00629,arxiv:1502.01063
arxiv:2002.00629,arxiv:1812.09120
arxiv:2002.00629,doi:10.1109/focs.2017.12
arxiv:2002.07054,arxiv:1704.01914
arxiv:2002.07054,arxiv:1909.06201
arxiv:2002.07054,doi:10.1137/s0097539700376676
arxiv:2002.08533,arxiv:1005.1601
arxiv:2002.08533,arxiv:1608.04355
arxiv:2002.08533,doi:10.1002/rsa.20786
arxiv:2002.08533,doi:10.1002/rsa.3240040202
arxiv:2002.08533,doi:10.1002/rsa.3240040203
arxiv:2002.08533,doi:10.1007/s00037-006-0212-7
arxiv:2002.08533,doi:10.1007/s00037-015-0100-0
arxiv:2002.08533,doi:10.1007/s00037-017-0159-x
arxiv:2002.08533,doi:10.1007/s00037-018-0166-6
arxiv:2002.08533,doi:10.1007/s00493-014-3078-3
arxiv:2002.08533,doi:10.1016/0022-0000(92)90047-m
arxiv:2002.08533,doi:10.1109/focs.2009.55
arxiv:2002.08533,doi:10.1109/focs.2017.12
arxiv:2002.08533,doi:10.1109/focs.2019.00077
arxiv:2002.08533,doi:10.1145/1250790.1250867
arxiv:2002.08533,doi:10.1145/2559903
arxiv:2002.08533,doi:10.1145/3055399.3055472
arxiv:2002.08533,doi:10.1145/502090.502097
arxiv:2002.09451,arxiv:2002.07054
arxiv:2003.13151,arxiv:1304.1458
arxiv:2004.06898,arxiv:1006.4700
arxiv:2004.06898,arxiv:1209.2408
arxiv:2004.06898,arxiv:1404.1950
arxiv:2004.06898,arxiv:1411.7492
arxiv:2004.07940,doi:10.1145/1066100.1066102
arxiv:2004.11621,arxiv:1602.05016
arxiv:2004.13149,arxiv:1704.01914
arxiv:2004.13149,arxiv:1711.07320
arxiv:2004.14147,arxiv:2003.12938
arxiv:2004.14147,doi:10.1145/28395.28404
arxiv:2004.14147,doi:10.1145/3519935.3520025
arxiv:2004.14931,doi:10.1145/1889997.1890000
arxiv:2004.14931,doi:10.1145/3158119
arxiv:2006.05650,arxiv:quant-ph/0211174
arxiv:2006.05650,doi:10.4086/toc.2005.v001a001
arxiv:2007.02740,doi:10.1002/rsa.3240040202
arxiv:2007.02740,doi:10.1002/rsa.3240040203
arxiv:2007.02740,doi:10.1007/s00037-017-0159-x
arxiv:2007.06421,doi:10.1007/s001650050057
arxiv:2007.06421,doi:10.1017/s0960129511000193
arxiv:2007.06421,doi:10.1145/3174801
arxiv:2007.10254,arxiv:2111.05553
arxiv:2007.10857,arxiv:0704.1678
arxiv:2007.10857,arxiv:1402.3350
arxiv:2007.10857,arxiv:1412.5681
arxiv:2007.10857,arxiv:1606.04550
arxiv:2007.10857,arxiv:cs/0602090
arxiv:2007.12048,doi:10.1007/978-3-030-48516-0_19
arxiv:2007.12048,doi:10.1017/cbo9780511804090
arxiv:2007.12048,doi:10.1109/focs.2019.00077
arxiv:2008.00266,arxiv:1304.1245
arxiv:2008.00266,arxiv:1811.10090
arxiv:2008.00266,doi:10.1109/focs.2019.00063
arxiv:2008.05374,arxiv:1305.1979
arxiv:2008.07003,arxiv:1506.04719
arxiv:2008.07003,arxiv:2105.10386
arxiv:2008.07003,doi:10.1145/2897518.2897644
arxiv:2008.08373,doi:10.1145/1101821.1101823
arxiv:2008.10223,arxiv:1411.5729
arxiv:2008.10223,doi:10.1145/2897518.2897644
arxiv:2008.10223,doi:10.1145/502090.502097
arxiv:2009.08353,arxiv:1206.5941
arxiv:2009.08353,arxiv:1308.0180
arxiv:2009.08353,arxiv:1308.3665
arxiv:2009.08353,arxiv:1706.05941
arxiv:2010.01385,arxiv:1708.02037
arxiv:2010.02340,doi:10.2168/lmcs-8(2:2)2012
arxiv:2010.08994,arxiv:1304.1245
arxiv:2010.08994,arxiv:1307.6738
arxiv:2010.08994,doi:10.1007/s00037-018-0166-6
arxiv:2010.15794,arxiv:1707.05016
arxiv:2011.04876,doi:10.1145/3276502
arxiv:2011.05365,arxiv:1506.07729
arxiv:2011.06268,arxiv:1910.11850
arxiv:2011.06268,arxiv:2002.05477
arxiv:2011.06660,arxiv:0704.1678
arxiv:2011.06660,arxiv:1402.3350
arxiv:2011.06660,arxiv:1412.5681
arxiv:2011.06660,arxiv:1606.04550
arxiv:2011.06660,arxiv:1805.06387
arxiv:2011.09110,arxiv:1001.0464
arxiv:2011.09110,arxiv:1003.3879
arxiv:2011.09110,arxiv:1111.2384
arxiv:2012.01920,doi:10.1145/174130.174138
arxiv:2012.01920,doi:10.1145/2559903
arxiv:2012.04327,arxiv:0704.1678
arxiv:2012.04327,arxiv:1412.5681
arxiv:2012.04327,arxiv:1606.04550
arxiv:2012.04327,arxiv:1805.06387
arxiv:2012.04327,arxiv:1909.10958
arxiv:2012.04327,arxiv:2011.06660
arxiv:2012.04327,arxiv:2202.07761
arxiv:2012.04327,doi:10.1145/3568163
arxiv:2012.10976,arxiv:2006.10592
arxiv:2012.10976,doi:10.1145/3320123
arxiv:2012.14095,arxiv:2007.12048
arxiv:2012.14095,doi:10.1109/focs.2019.00077
arxiv:2012.14095,doi:10.1145/174130.174138
arxiv:2012.14095,doi:10.2168/lmcs-8(3:9)2012
arxiv:2101.11730,doi:10.1017/s0960129511000193
arxiv:2101.11730,doi:10.1137/0207005
arxiv:2101.11730,doi:10.1145/343369.343378
arxiv:2102.01644,doi:10.1007/978-3-030-17184-1_2
arxiv:2102.02484,arxiv:0810.4796
arxiv:2102.02484,arxiv:1206.5941
arxiv:2102.02484,doi:10.1137/1.9781611973099.6
arxiv:2102.07173,arxiv:0907.2850
arxiv:2102.07173,arxiv:1603.04606
arxiv:2102.07173,arxiv:1609.05942
arxiv:2102.07173,arxiv:1702.05328
arxiv:2102.12822,arxiv:2002.00629
arxiv:2102.13095,arxiv:1504.01431
arxiv:2102.13095,arxiv:2006.01491
arxiv:2103.03914,doi:10.1137/1.9781611973099.6
arxiv:2103.09609,arxiv:1411.0264
arxiv:2104.11050,doi:10.1007/s00165-014-0326-7
arxiv:2104.11050,doi:10.1145/2160910.2160911
arxiv:2104.11050,doi:10.4204/eptcs.284.1
arxiv:2104.11275,arxiv:1805.06387
arxiv:2104.14266,doi:10.2168/lmcs-9(1:8)2013
arxiv:2105.02908,arxiv:1111.0582
arxiv:2105.02908,arxiv:1209.5993
arxiv:2105.02908,arxiv:1303.0084
arxiv:2105.02908,arxiv:1305.7387
arxiv:2105.02908,arxiv:1406.7535
arxiv:2105.02908,doi:10.1145/2213977.2213995
arxiv:2105.07525,doi:10.1145/2213977.2214006
arxiv:2105.08309,doi:10.1109/focs.2009.55
arxiv:2105.08309,doi:10.1109/focs.2011.75
arxiv:2105.08309,doi:10.22331/q-2020-03-02-241
arxiv:2105.11267,doi:10.1145/3414080.3414094
arxiv:2105.11267,doi:10.1145/373243.375719
arxiv:2106.00664,arxiv:1508.01288
arxiv:2106.02981,arxiv:1702.05805
arxiv:2106.04191,doi:10.1007/s00224-012-9393-4
arxiv:2106.04299,arxiv:1011.4935
arxiv:2106.04299,doi:10.1098/rspa.2010.0301
arxiv:2106.06026,arxiv:2008.05106
arxiv:2106.06026,arxiv:2011.03892
arxiv:2106.06026,arxiv:2111.04958
arxiv:2106.13078,arxiv:1811.10879
arxiv:2106.13078,doi:10.4230/lipics.approx/random.2021.17
arxiv:2106.14840,arxiv:1011.2586
arxiv:2107.05060,doi:10.1103/physrevlett.107.040501
arxiv:2107.05060,doi:10.22331/q-2019-09-30-189
arxiv:2107.05060,doi:10.4230/lipics.stacs.2020.20
arxiv:2107.06201,arxiv:1311.3161
arxiv:2107.06201,arxiv:2107.05060
arxiv:2107.06201,doi:10.1103/physrevlett.107.040501
arxiv:2107.06201,doi:10.22331/q-2019-09-30-189
arxiv:2107.06261,doi:10.1145/1101821.1101823
arxiv:2107.07383,arxiv:1706.09339
arxiv:2107.07383,arxiv:1711.01171
arxiv:2108.02490,doi:10.1145/1040305.1040315
arxiv:2108.02490,doi:10.1145/3338112
arxiv:2109.01342,doi:10.1017/cbo9780511804090
arxiv:2110.09369,arxiv:1001.0464
arxiv:2110.10091,arxiv:1808.04995
arxiv:2110.10091,arxiv:1811.10879
arxiv:2110.10091,arxiv:quant-ph/0611209
arxiv:2110.12616,arxiv:quant-ph/0305028
arxiv:2110.12616,arxiv:quant-ph/9804066
arxiv:2110.12616,doi:10.1109/focs.2011.75
arxiv:2110.12616,doi:10.1145/1250790.1250867
arxiv:2111.03361,arxiv:1804.03197
arxiv:2111.03361,arxiv:2010.10134
arxiv:2111.03361,doi:10.1137/140957299
arxiv:2111.04958,arxiv:1702.05805
arxiv:2111.04958,doi:10.1145/3293465
arxiv:2111.09250,arxiv:1104.4746
arxiv:2111.09250,arxiv:1604.03084
arxiv:2111.09250,arxiv:1701.04521
arxiv:2111.09250,arxiv:1710.05017
arxiv:2111.09250,arxiv:1903.08247
arxiv:2111.09250,arxiv:1911.01411
arxiv:2111.09250,arxiv:2105.10386
arxiv:2111.14974,arxiv:1107.3127
arxiv:2111.14974,doi:10.1007/s00037-015-0100-0
arxiv:2111.14974,doi:10.1109/focs.2019.00077
arxiv:2111.14974,doi:10.1145/2559903
arxiv:2112.02804,arxiv:1204.3513
arxiv:2112.02804,arxiv:1711.08859
arxiv:2112.10893,arxiv:2102.07995
arxiv:2112.11044,doi:10.1017/cbo9780511804090
arxiv:2112.11044,doi:10.23638/lmcs-15(1:13)2019
arxiv:2201.00408,arxiv:1407.6756
arxiv:2201.00408,arxiv:2111.04958
arxiv:2201.00408,doi:10.1145/2746539.2746609
arxiv:2201.02173,arxiv:1411.0264
arxiv:2201.02173,arxiv:1510.02951
arxiv:2201.02173,doi:10.1016/0022-0000(92)90047-m
arxiv:2201.04617,arxiv:1011.2586
arxiv:2201.04617,arxiv:1104.4746
arxiv:2201.04617,arxiv:1206.3603
arxiv:2201.04617,arxiv:1504.00681
arxiv:2201.04617,arxiv:1705.03581
arxiv:2201.05662,arxiv:1311.2355
arxiv:2201.05662,doi:10.1016/j.apal.2008.04.001
arxiv:2201.05662,doi:10.1142/s0219061318500125
arxiv:2201.05662,doi:10.4086/cjtcs.2018.001
arxiv:2201.08275,doi:10.2168/lmcs-8(4:6)2012
arxiv:2202.01769,doi:10.1017/s1471068419000152
arxiv:2202.02782,arxiv:1111.2384
arxiv:2202.02782,arxiv:1606.06581
arxiv:2202.02782,doi:10.1137/070690201
arxiv:2202.06826,arxiv:1305.1979
arxiv:2202.06826,doi:10.1137/s0097539796302531
arxiv:2202.06826,doi:10.4230/lipics.itcs.2017.37
arxiv:2202.07961,doi:10.2168/lmcs-9(1:8)2013
arxiv:2202.09883,arxiv:1511.03730
arxiv:2202.13661,arxiv:1711.02076
arxiv:2202.13661,arxiv:1809.00585
arxiv:2202.13661,arxiv:2206.00752
arxiv:2203.08356,arxiv:1407.6756
arxiv:2204.04500,arxiv:1405.0189
arxiv:2204.10465,arxiv:1407.6756
arxiv:2204.10465,arxiv:1803.00904
arxiv:2204.10465,arxiv:1804.03197
arxiv:2204.10465,arxiv:2008.05106
arxiv:2204.10465,arxiv:2010.10134
arxiv:2204.10465,arxiv:2011.03892
arxiv:2204.10465,doi:10.1109/focs.2017.12
arxiv:2204.10465,doi:10.1145/2746539.2746609
arxiv:2204.10671,arxiv:1703.05015
arxiv:2204.10671,arxiv:quant-ph/0302022
arxiv:2204.10671,doi:10.1016/j.tcs.2004.12.031
arxiv:2204.10671,doi:10.1134/s1995080216060159
arxiv:2204.11469,arxiv:1011.2586
arxiv:2204.11469,arxiv:1111.0405
arxiv:2204.11469,arxiv:1701.04521
arxiv:2204.11469,doi:10.1109/focs.2017.46
arxiv:2204.11525,arxiv:0704.1678
arxiv:2204.11525,arxiv:1104.3760
arxiv:2204.11525,arxiv:1606.04550
arxiv:2204.11525,arxiv:2007.10857
arxiv:2204.11525,arxiv:2207.07007
arxiv:2205.07175,arxiv:1404.3820
arxiv:2205.07175,arxiv:1412.8746
arxiv:2205.07175,arxiv:1911.06738
arxiv:2205.07175,doi:10.1016/j.apal.2008.04.001
arxiv:2205.07175,doi:10.1145/3519935.3520025
arxiv:2205.07709,doi:10.1145/2746539.2746609
arxiv:2206.14929,doi:10.1007/978-3-030-64381-2_6
arxiv:2207.01024,arxiv:1405.2447
arxiv:2207.01024,doi:10.2168/lmcs-10(1:18)2014
arxiv:2207.04872,arxiv:1212.6925
arxiv:2207.04872,arxiv:1605.00089
arxiv:2207.04872,arxiv:1707.05016
arxiv:2207.07683,doi:10.1145/3383206
arxiv:2207.07683,doi:10.1145/3486655
arxiv:2207.08151,arxiv:0704.1678
arxiv:2209.01584,arxiv:1011.4935
arxiv:2209.01584,arxiv:1311.1616
arxiv:2209.01584,arxiv:1703.05784
arxiv:2209.01584,arxiv:cs/9910010
arxiv:2209.01584,doi:10.1016/0022-0000(92)90047-m
arxiv:2209.01584,doi:10.1145/502090.502097
arxiv:2209.01584,doi:10.4086/toc.2005.v001a001
arxiv:2209.01584,doi:10.4230/lipics.tqc.2020.2
arxiv:2209.03402,arxiv:1504.04115
arxiv:2209.03402,arxiv:1907.03850
arxiv:2209.03402,doi:10.1145/3051095
arxiv:2209.03402,doi:10.1145/3383206
arxiv:2209.03402,doi:10.1145/3486655
arxiv:2209.07279,arxiv:2105.10386
arxiv:2209.07279,doi:10.1145/174130.174138
arxiv:2210.01601,arxiv:quant-ph/0303041
arxiv:2210.01601,doi:10.1070/im2003v067n01abeh000422
arxiv:2210.05138,doi:10.1109/focs.2016.13
arxiv:2210.06739,doi:10.1145/2559903
arxiv:2210.12289,doi:10.1109/focs.2015.67
arxiv:2210.14649,arxiv:1908.10416
arxiv:2210.14649,doi:10.1145/1594834.1480933
arxiv:2210.14649,doi:10.1145/2487241.2487246
arxiv:2210.14649,doi:10.1145/3158099
arxiv:2210.14649,doi:10.1145/3158127
arxiv:2211.05325,doi:10.1137/22m1513721
arxiv:2211.05325,doi:10.1137/s0097539792228228
arxiv:2211.05325,doi:10.4230/lipics.icalp.2023.32
arxiv:2211.07055,arxiv:1410.8585
arxiv:2211.07055,arxiv:1511.02927
arxiv:2211.07055,arxiv:1611.00827
arxiv:2211.07055,arxiv:1702.05328
arxiv:2211.07055,arxiv:1901.04576
arxiv:2211.07055,arxiv:2102.07173
arxiv:2211.07055,arxiv:cs/0612134
arxiv:2211.11693,arxiv:1704.03928
arxiv:2211.11693,doi:10.1145/2213977.2214006
arxiv:2211.11693,doi:10.1145/3188745.3188840
arxiv:2212.00359,arxiv:2003.07113
arxiv:2212.00359,arxiv:2106.02981
arxiv:2212.00359,arxiv:2111.04958
arxiv:2212.05619,arxiv:1201.1214
arxiv:2212.05619,arxiv:1701.04521
arxiv:2212.05619,arxiv:1710.05017
arxiv:2212.05619,arxiv:2111.09250
arxiv:2212.06472,arxiv:1405.4028
arxiv:2212.09285,doi:10.1017/cbo9780511804090
arxiv:2212.09285,doi:10.1145/28395.28404
arxiv:2212.09285,doi:10.1145/3538391
arxiv:2212.12765,doi:10.1145/1120582.1120584
arxiv:2302.04322,arxiv:1207.0550
arxiv:2302.04322,arxiv:1401.6848
arxiv:2302.04322,arxiv:1610.03133
arxiv:2302.04322,doi:10.1007/11672142_12
arxiv:2303.01016,doi:10.1016/s0019-9958(82)90382-5
arxiv:2303.01016,doi:10.1145/3538391
arxiv:2303.06001,arxiv:1511.03730
arxiv:2303.14572,arxiv:1405.0189
arxiv:2303.14572,arxiv:2203.08356
arxiv:2303.14572,arxiv:2204.04500
arxiv:2303.14572,doi:10.1145/2746539.2746609
arxiv:2303.14572,doi:10.1145/3293465
arxiv:2303.16388,arxiv:0704.1678
arxiv:2303.16388,arxiv:1402.3350
arxiv:2303.16388,arxiv:1405.3322
arxiv:2303.16388,arxiv:1412.5681
arxiv:2303.16388,arxiv:1606.04550
arxiv:2303.16388,arxiv:2008.02753
arxiv:2303.16413,arxiv:1610.01199
arxiv:2303.16413,arxiv:1808.06265
arxiv:2303.16413,doi:10.1145/258533.258590
arxiv:2304.00391,arxiv:0910.4266
arxiv:2304.00391,doi:10.1007/s00493-014-3078-3
arxiv:2304.01787,arxiv:1407.6756
arxiv:2304.01787,arxiv:1704.04546
arxiv:2304.01787,arxiv:1903.08247
arxiv:2304.01787,doi:10.1137/1.9781611977554.ch19
arxiv:2304.01787,doi:10.1145/3357713.3384342
arxiv:2304.06853,arxiv:1012.4889
arxiv:2304.06853,arxiv:1306.6295
arxiv:2304.06853,arxiv:1506.04350
arxiv:2304.12588,doi:10.1007/978-3-031-13185-1_17
arxiv:2304.12588,doi:10.1145/3571213
arxiv:2305.01993,doi:10.1145/3357713.3384318
arxiv:2305.02132,arxiv:1702.05805
arxiv:2305.02132,arxiv:2106.02981
arxiv:2305.04563,arxiv:1504.08361
arxiv:2305.11276,arxiv:1005.2642
arxiv:2305.11276,doi:10.1145/3013516
arxiv:2305.16796,doi:10.1007/978-3-031-13185-1_4
arxiv:2305.16796,doi:10.1093/logcom/exl004
arxiv:2305.16796,doi:10.1145/2766189.2766191
arxiv:2305.16796,doi:10.1145/3158122
arxiv:2306.02073,doi:10.1017/s0956796818000151
arxiv:2306.02184,arxiv:1404.3820
arxiv:2306.02184,arxiv:1412.8746
arxiv:2306.02184,arxiv:1911.06738
arxiv:2306.02184,arxiv:2205.07175
arxiv:2306.02184,arxiv:2506.17210
arxiv:2306.02184,doi:10.1145/28395.28404
arxiv:2306.02184,doi:10.1145/3519935.3520025
arxiv:2306.02184,doi:10.1145/3618260.3649616
arxiv:2306.03912,doi:10.1007/978-3-642-14165-2_4
arxiv:2306.10009,doi:10.1145/1066100.1066102
arxiv:2306.10009,doi:10.1145/357073.357079
arxiv:2307.08523,doi:10.1007/978-3-031-57262-3_12
arxiv:2307.08523,doi:10.1145/1352582.1352591
arxiv:2307.08523,doi:10.1145/3110277
arxiv:2307.08523,doi:10.1145/3158111
arxiv:2307.13926,arxiv:0710.0095
arxiv:2307.13926,arxiv:1304.1245
arxiv:2307.13926,arxiv:1306.3004
arxiv:2307.13926,arxiv:1307.6738
arxiv:2307.13926,arxiv:1411.5729
arxiv:2307.13926,arxiv:1703.07666
arxiv:2307.13926,arxiv:2008.07003
